ticket_id,class,luggage_weight,client_id,flight_id
2138,0,13.5,2404,234
2139,2,30.9,2157,226
2140,0,17.2,2759,144
2141,0,26.5,2494,879
2142,1,35.0,2012,153
2143,0,32.4,2449,925
2144,2,8.0,2031,897
2145,2,32.8,2017,962
2146,0,16.6,2299,388
2147,0,11.4,2645,50
2148,0,25.6,2811,294
2149,1,9.2,2811,228
2150,0,15.8,2947,675
2151,2,21.3,2311,207
2152,2,17.6,2614,928
2153,1,32.1,2626,204
2154,2,13.4,2425,690
2155,1,31.2,2494,985
2156,2,26.1,2876,633
2157,2,29.6,2856,992
2158,1,33.0,2974,461
2159,1,11.9,2342,151
2160,1,37.2,2708,526
2161,0,20.9,2420,252
2162,1,29.4,2189,497
2163,1,6.1,2319,852
2164,0,5.3,2625,717
2165,2,35.1,2133,237
2166,1,32.3,2845,43
2167,2,23.2,2784,895
2168,2,21.6,2117,743
2169,0,15.6,2564,89
2170,0,3.5,2963,492
2171,2,29.1,2384,392
2172,0,37.9,2624,321
2173,1,0.0,2141,175
2174,1,8.0,2190,496
2175,2,14.5,2324,791
2176,2,29.5,2751,318
2177,0,22.0,2077,575
2178,1,26.2,2549,222
2179,2,38.5,2669,713
2180,1,25.3,2540,261
2181,0,24.9,2313,852
2182,1,10.4,2840,376
2183,1,33.8,2359,252
2184,2,19.4,2743,950
2185,0,26.1,2686,351
2186,1,20.5,2917,397
2187,1,22.5,2210,40
2188,0,6.2,2158,848
2189,2,19.4,2436,250
2190,2,37.3,2699,695
2191,0,37.0,2627,288
2192,0,14.7,2347,370
2193,0,7.0,2326,568
2194,2,24.5,2839,943
2195,1,11.8,2629,873
2196,0,31.5,2681,949
2197,1,23.7,2924,512
2198,1,0.9,2805,604
2199,1,28.2,2305,469
2200,0,17.9,2173,711
2201,2,26.2,2485,218
2202,1,27.7,2315,745
2203,0,13.9,2014,450
2204,1,33.3,2797,673
2205,2,15.3,2935,960
2206,0,29.3,2685,686
2207,2,22.3,2411,77
2208,2,18.8,2230,325
2209,1,30.8,2442,552
2210,1,11.7,2448,969
2211,2,8.9,2695,847
2212,2,22.4,2327,554
2213,0,40.0,2982,817
2214,0,11.8,2272,119
2215,0,18.9,2981,849
2216,1,21.1,2637,613
2217,1,29.7,2954,323
2218,2,8.4,2131,123
2219,0,29.0,2966,73
2220,1,5.5,2742,691
2221,1,29.3,2548,698
2222,1,0.6,2973,662
2223,0,8.0,2012,665
2224,1,34.3,2562,837
2225,0,33.9,2880,991
2226,0,30.3,2163,832
2227,0,5.6,2656,637
2228,0,7.4,2733,443
2229,1,9.0,2940,631
2230,1,7.6,2592,651
2231,1,21.7,2351,382
2232,2,4.5,2180,380
2233,2,33.1,2075,965
2234,0,13.7,2180,323
2235,2,16.4,2149,522
2236,0,19.9,2564,884
2237,2,31.9,2572,373
2238,2,13.3,2194,55
2239,2,7.0,2713,22
2240,0,4.1,2311,601
2241,1,37.9,2345,776
2242,2,25.6,2050,614
2243,1,35.0,2930,626
2244,1,12.3,2817,75
2245,2,21.6,2981,16
2246,0,3.7,2759,961
2247,2,24.2,2884,648
2248,0,18.2,2684,601
2249,2,8.6,2845,95
2250,1,27.5,2367,521
2251,2,23.6,2501,926
2252,2,31.2,2621,407
2253,0,0.7,2949,315
2254,0,12.6,2886,854
2255,2,17.9,2767,972
2256,2,34.0,2717,357
2257,1,3.1,2807,157
2258,0,17.4,2009,727
2259,0,20.4,2730,171
2260,1,31.2,2917,767
2261,1,12.2,2908,234
2262,2,16.1,2562,660
2263,0,25.2,2033,582
2264,0,19.6,2366,588
2265,2,9.1,2513,515
2266,1,29.4,2558,945
2267,2,24.4,2615,965
2268,2,13.1,2707,683
2269,2,34.0,2922,253
2270,2,0.9,2717,980
2271,0,24.1,2816,881
2272,2,14.4,2553,921
2273,1,21.0,2447,244
2274,2,23.0,2110,152
2275,2,13.2,2360,428
2276,0,13.7,2321,916
2277,2,38.0,2480,416
2278,1,20.9,2379,587
2279,1,32.7,2669,169
2280,2,3.3,2196,43
2281,1,1.3,2266,621
2282,0,16.6,2550,303
2283,1,7.3,2367,260
2284,2,26.4,2450,10
2285,0,23.1,2307,315
2286,0,14.7,2713,384
2287,0,11.6,2189,314
2288,2,32.6,2613,65
2289,0,1.0,2413,820
2290,1,28.2,2117,793
2291,1,11.8,2206,234
2292,1,29.5,2680,861
2293,2,10.2,2053,347
2294,1,20.2,2378,669
2295,1,36.3,2412,160
2296,1,7.3,2593,831
2297,1,7.3,2224,812
2298,0,23.8,2711,726
2299,0,3.4,2720,251
2300,1,1.8,2494,8
2301,2,19.2,2240,712
2302,0,13.7,2781,117
2303,0,13.2,2818,655
2304,0,11.7,2871,820
2305,1,3.0,2037,922
2306,0,31.6,2465,628
2307,0,10.4,2549,477
2308,2,38.3,2851,722
2309,1,35.2,2737,518
2310,2,18.7,2817,377
2311,2,7.9,2971,791
2312,1,12.2,2176,63
2313,2,22.9,2781,145
2314,2,22.5,2218,538
2315,1,7.0,2531,827
2316,0,14.9,2066,649
2317,0,21.8,2405,528
2318,0,0.7,2455,593
2319,0,38.6,2549,721
2320,1,5.4,2982,680
2321,2,32.5,2562,79
2322,0,17.3,2746,729
2323,1,5.4,2176,81
2324,0,4.1,2387,286
2325,2,7.7,2922,107
2326,2,22.5,2491,548
2327,2,23.2,2543,292
2328,1,6.0,2749,946
2329,2,27.1,2157,96
2330,0,23.2,2721,376
2331,0,28.3,2070,88
2332,0,31.9,2658,357
2333,0,27.0,2995,704
2334,1,14.7,2043,323
2335,0,3.7,2948,578
2336,2,29.3,2245,563
2337,0,9.6,2631,899
2338,2,9.8,2203,70
2339,2,36.0,2623,293
2340,0,14.0,2794,563
2341,1,28.9,2413,605
2342,0,17.3,2624,950
2343,2,7.3,2802,139
2344,1,39.2,2385,116
2345,2,39.2,2703,908
2346,0,7.8,2220,702
2347,1,13.4,2317,40
2348,1,4.9,2390,995
2349,0,34.8,2211,311
2350,1,33.9,2059,828
2351,1,15.6,2508,94
2352,0,15.8,2449,700
2353,1,17.7,2873,589
2354,1,22.7,2411,676
2355,2,11.5,2370,670
2356,2,19.0,2350,52
2357,1,32.7,2732,76
2358,0,25.3,2172,18
2359,0,36.2,2864,415
2360,0,31.9,2624,952
2361,2,30.2,2731,699
2362,2,13.1,2543,136
2363,1,29.4,2649,181
2364,2,7.2,2496,211
2365,1,23.1,2783,856
2366,0,24.6,2858,126
2367,1,7.6,2043,245
2368,0,26.7,2103,642
2369,0,17.4,2987,291
2370,2,29.5,2867,357
2371,0,37.8,2919,443
2372,0,17.8,2681,671
2373,1,23.5,2445,792
2374,1,6.8,2032,296
2375,0,26.6,2109,990
2376,2,13.1,2325,810
2377,0,30.4,2746,648
2378,2,4.2,2529,939
2379,1,16.9,2760,657
2380,0,6.5,2370,768
2381,2,36.2,2922,930
2382,2,17.5,2847,241
2383,1,1.8,2076,508
2384,1,14.1,2385,604
2385,1,15.0,2718,59
2386,0,4.0,2433,414
2387,2,35.5,2645,218
2388,0,7.3,2682,413
2389,1,2.0,2402,136
2390,0,22.9,2352,46
2391,0,31.9,2653,253
2392,0,39.7,2316,584
2393,2,4.9,2129,420
2394,1,16.1,2196,396
2395,1,8.5,2580,332
2396,2,3.5,2818,668
2397,1,15.0,2624,79
2398,1,23.8,2626,368
2399,1,21.4,2367,798
2400,0,2.4,2441,432
2401,2,21.6,2479,426
2402,2,29.6,2833,55
2403,1,37.9,2785,753
2404,2,34.7,2129,3
2405,2,11.7,2592,397
2406,1,26.3,2433,138
2407,2,16.6,2479,594
2408,2,21.6,2765,496
2409,0,28.9,2414,758
2410,1,12.6,2475,822
2411,0,18.3,2743,353
2412,2,11.8,2328,387
2413,2,36.5,2202,747
2414,2,21.4,2246,358
2415,2,8.6,2497,242
2416,2,33.2,2325,104
2417,2,33.0,2403,554
2418,0,24.3,2572,224
2419,1,33.1,2849,107
2420,2,16.2,2821,777
2421,0,14.6,2484,477
2422,2,39.4,2444,793
2423,1,38.8,2534,209
2424,0,32.4,2081,604
2425,0,37.7,2142,473
2426,1,9.8,2280,40
2427,1,1.2,2573,229
2428,1,27.2,2750,607
2429,1,16.9,2117,839
2430,2,10.1,2597,69
2431,1,14.6,2966,678
2432,0,30.4,2520,767
2433,1,8.6,2640,656
2434,0,21.0,2895,381
2435,2,19.7,2590,565
2436,0,21.7,2709,58
2437,2,3.4,2736,390
2438,1,30.3,2806,905
2439,0,29.2,2102,577
2440,0,6.2,2209,444
2441,2,29.3,2276,950
2442,2,3.2,2595,489
2443,2,19.6,2859,500
2444,0,15.9,2827,306
2445,1,29.6,2816,961
2446,1,23.8,2543,753
2447,0,16.5,2266,916
2448,2,40.0,2631,437
2449,1,19.0,2359,78
2450,1,34.3,2562,527
2451,1,29.9,2557,832
2452,1,4.3,2571,947
2453,0,11.9,2163,967
2454,1,33.7,2223,220
2455,0,35.7,2245,412
2456,2,16.6,2667,65
2457,2,32.1,2707,745
2458,2,28.5,2854,327
2459,0,10.3,2181,727
2460,1,8.7,2354,865
2461,0,18.1,2294,444
2462,1,7.4,2665,137
2463,2,31.2,2547,94
2464,0,3.8,2344,578
2465,0,26.7,2179,535
2466,0,3.8,2345,370
2467,0,16.3,2250,317
2468,1,9.9,2936,11
2469,1,21.6,2516,560
2470,1,17.0,2405,645
2471,2,6.9,2297,564
2472,1,39.0,2086,294
2473,0,38.2,2063,596
2474,2,20.5,2823,151
2475,0,4.1,2377,59
2476,0,5.0,2480,649
2477,2,6.8,2376,613
2478,2,6.5,2195,487
2479,1,9.2,2316,409
2480,0,11.4,2659,546
2481,1,38.0,2536,465
2482,2,7.4,2848,241
2483,2,2.4,2186,585
2484,2,10.9,2534,865
2485,0,12.6,2471,482
2486,0,14.4,2789,43
2487,2,16.2,2327,586
2488,1,12.1,2170,351
2489,1,35.0,2834,730
2490,0,30.3,2955,830
2491,0,15.3,2600,933
2492,2,16.8,2830,167
2493,1,34.9,2057,141
2494,0,14.8,2857,338
2495,1,6.0,2174,165
2496,1,19.4,2499,595
2497,2,7.4,2410,974
2498,0,33.6,2505,222
2499,0,33.6,2867,173
2500,1,32.8,2253,173
2501,0,10.5,2832,704
2502,2,21.5,2365,615
2503,1,32.1,2613,781
2504,2,17.4,2180,494
2505,1,11.2,2741,717
2506,0,8.5,2139,811
2507,0,23.8,2740,311
2508,1,25.1,2014,396
2509,2,3.7,2878,531
2510,0,24.5,2161,931
2511,2,19.7,2836,1
2512,2,9.6,2540,141
2513,0,19.1,2693,185
2514,1,3.5,2976,234
2515,2,14.2,2915,138
2516,0,1.9,2248,259
2517,1,34.8,2498,998
2518,1,38.8,2764,654
2519,0,2.2,2783,481
2520,2,25.8,2666,192
2521,2,7.8,2448,300
2522,2,24.7,2868,164
2523,2,3.6,2013,485
2524,1,14.8,2235,959
2525,2,21.7,2733,494
2526,0,33.3,2313,421
2527,2,35.9,2740,755
2528,0,30.6,2846,675
2529,1,26.8,2617,922
2530,0,28.8,2346,113
2531,2,20.2,2219,455
2532,1,37.3,2079,241
2533,0,34.7,2216,785
2534,2,18.1,2163,459
2535,2,15.4,2105,932
2536,2,8.6,2441,891
2537,1,32.6,2391,700
2538,1,14.1,2687,156
2539,2,5.6,2358,911
2540,2,15.4,2704,482
2541,2,15.4,2082,52
2542,1,23.0,2201,681
2543,2,15.2,2275,88
2544,2,33.3,2544,219
2545,0,2.1,2015,80
2546,2,2.1,2676,834
2547,0,11.5,2663,44
2548,0,16.3,2285,979
2549,1,35.3,2875,568
2550,2,31.4,2202,950
2551,0,24.7,2663,621
2552,1,13.9,2503,721
2553,0,24.3,2747,914
2554,2,23.1,2793,30
2555,0,31.3,2140,338
2556,1,2.8,2189,631
2557,1,32.3,2604,316
2558,2,31.7,2663,176
2559,1,35.4,2097,586
2560,2,4.9,2514,344
2561,0,37.7,2110,392
2562,2,25.2,2745,822
2563,2,11.4,2109,417
2564,0,14.7,2756,483
2565,0,14.1,2543,674
2566,2,1.5,2474,49
2567,2,3.6,2800,352
2568,1,1.5,2345,194
2569,1,27.5,2870,714
2570,2,32.1,2462,375
2571,0,32.8,2227,656
2572,2,12.2,2175,925
2573,2,32.1,2457,733
2574,0,22.4,2593,201
2575,2,24.4,2968,178
2576,0,6.8,2576,379
2577,2,26.6,2983,334
2578,0,3.0,2316,158
2579,0,10.9,2408,355
2580,0,22.7,2766,158
2581,0,35.3,2520,212
2582,1,20.2,2388,601
2583,1,33.9,2865,1
2584,1,28.1,2621,217
2585,2,36.4,2529,151
2586,2,35.8,2771,433
2587,1,36.0,2383,218
2588,2,39.7,2865,742
2589,2,30.0,2245,478
2590,2,35.4,2714,224
2591,1,30.7,2466,406
2592,0,15.3,2048,913
2593,0,15.5,2006,775
2594,1,15.4,2589,309
2595,2,6.4,2611,730
2596,2,34.6,2150,890
2597,0,37.8,2735,375
2598,1,2.3,2873,457
2599,2,39.1,2899,553
2600,1,9.7,2947,711
2601,1,21.1,2273,249
2602,1,9.0,2044,119
2603,1,23.0,2433,83
2604,2,12.8,2446,634
2605,0,34.4,2913,20
2606,2,34.2,2286,858
2607,1,14.5,2343,878
2608,0,10.9,2236,811
2609,1,13.4,2927,460
2610,1,11.3,2406,715
2611,2,7.9,2957,627
2612,2,6.2,2685,391
2613,0,39.1,2417,843
2614,2,4.6,2014,569
2615,2,28.1,2803,638
2616,1,14.0,2243,608
2617,1,4.4,2962,116
2618,1,37.2,2496,756
2619,1,23.9,2511,647
2620,2,32.1,2173,543
2621,0,37.1,2129,782
2622,0,24.2,2423,916
2623,2,22.0,2057,772
2624,0,8.3,2228,105
2625,1,5.1,2049,901
2626,0,26.8,2430,332
2627,0,11.8,2088,602
2628,0,35.3,2906,314
2629,1,1.4,2155,52
2630,0,6.9,2552,679
2631,2,39.6,2816,789
2632,2,26.5,2194,658
2633,0,22.6,2550,678
2634,2,15.2,2076,9
2635,1,18.3,2195,522
2636,1,5.8,2823,778
2637,0,17.9,2189,922
2638,0,14.4,2553,79
2639,1,4.5,2639,270
2640,0,10.4,2398,11
2641,1,40.0,2185,242
2642,2,31.8,2465,948
2643,1,22.8,2514,520
2644,2,35.1,2284,756
2645,2,39.6,2257,409
2646,1,35.7,2940,356
2647,0,1.0,2515,67
2648,1,39.4,2532,448
2649,0,1.7,2663,353
2650,2,37.3,2028,312
2651,1,10.5,2606,769
2652,2,3.9,2872,101
2653,2,17.6,2726,174
2654,2,32.7,2708,739
2655,2,15.7,2044,626
2656,0,8.2,2053,366
2657,2,29.4,2470,219
2658,0,25.5,2547,59
2659,2,29.1,2181,973
2660,2,18.5,2863,502
2661,0,23.8,2482,619
2662,0,7.0,2159,809
2663,2,25.4,2556,167
2664,0,35.0,2970,558
2665,0,26.6,2757,782
2666,0,38.3,2975,270
2667,0,29.9,2275,251
2668,0,31.8,2391,583
2669,1,16.0,2357,340
2670,2,23.4,2824,809
2671,0,0.6,2076,557
2672,1,13.1,2612,87
2673,0,8.8,2418,251
2674,1,29.2,2669,335
2675,0,39.7,2573,106
2676,0,3.4,2452,82
2677,0,31.1,2548,769
2678,2,18.4,2208,931
2679,0,12.0,2802,315
2680,2,11.9,2296,95
2681,0,5.3,2901,421
2682,0,1.8,2858,254
2683,1,6.0,2654,706
2684,1,21.0,2752,886
2685,0,9.7,2656,5
2686,2,35.4,2612,370
2687,1,0.1,2042,687
2688,0,12.3,2281,648
2689,2,14.8,2865,900
2690,2,14.0,2950,213
2691,1,19.4,2682,885
2692,0,32.7,2839,215
2693,1,0.3,2006,214
2694,2,22.2,2754,351
2695,2,6.4,2724,823
2696,2,29.9,2493,617
2697,1,29.2,2138,709
2698,1,32.3,2479,948
2699,2,2.2,2188,912
2700,0,27.7,2549,22
2701,0,1.1,2188,555
2702,2,9.9,2766,92
2703,1,27.7,2778,482
2704,2,4.1,2171,304
2705,2,27.4,2695,427
2706,0,36.1,2885,991
2707,1,27.1,2383,426
2708,2,12.6,2514,580
2709,1,2.0,2963,191
2710,1,34.4,2361,760
2711,1,15.5,2045,209
2712,2,39.3,2029,174
2713,2,1.3,2778,963
2714,0,3.2,2432,948
2715,0,18.6,2876,257
2716,0,16.9,2196,738
2717,1,25.8,2819,759
2718,2,0.3,2870,7
2719,2,22.3,2899,708
2720,1,33.8,2223,881
2721,0,4.1,2060,968
2722,0,11.2,2770,700
2723,1,26.2,2621,627
2724,0,35.4,2161,679
2725,1,12.5,2302,512
2726,1,39.9,2756,812
2727,1,15.1,2697,226
2728,0,1.0,2020,617
2729,0,16.2,2003,145
2730,1,17.0,2574,936
2731,1,30.7,2532,928
2732,1,35.2,2320,879
2733,1,3.8,2691,639
2734,2,13.4,2648,39
2735,2,38.4,2668,390
2736,2,5.8,2762,91
2737,2,13.1,2500,801
2738,2,38.8,2379,842
2739,0,37.8,2285,10
2740,1,18.9,2305,718
2741,1,24.2,2580,593
2742,0,31.7,3000,852
2743,2,37.7,2816,675
2744,0,16.3,2969,251
2745,1,33.5,2253,945
2746,0,31.0,2461,937
2747,2,12.6,2068,2
2748,2,4.5,2556,910
2749,0,22.1,2442,682
2750,1,17.7,2822,80
2751,1,31.4,2440,162
2752,1,25.4,2014,339
2753,2,21.5,2505,408
2754,1,20.6,2202,364
2755,0,33.3,2292,656
2756,1,33.7,2674,637
2757,1,28.4,2173,936
2758,1,7.2,2763,885
2759,2,22.3,2886,889
2760,1,15.4,2990,661
2761,1,32.3,2596,594
2762,1,38.4,2110,359
2763,2,11.1,2401,900
2764,0,37.1,2421,559
2765,0,17.4,2704,57
2766,1,25.5,2208,286
2767,0,37.9,2638,70
2768,2,1.2,2330,668
2769,2,26.7,2629,670
2770,2,30.2,2107,574
2771,0,11.1,2806,234
2772,1,27.1,2888,368
2773,2,32.7,2303,280
2774,2,24.2,2045,895
2775,1,23.2,2864,707
2776,1,29.7,2493,621
2777,0,20.2,2134,181
2778,1,13.8,2516,506
2779,1,39.6,2777,544
2780,1,34.2,2783,393
2781,0,32.6,2075,610
2782,2,3.9,2370,810
2783,2,31.8,2363,156
2784,0,17.5,2731,746
2785,1,25.6,2192,598
2786,1,17.3,2839,681
2787,0,35.9,2032,877
2788,2,13.3,2174,151
2789,0,5.6,2716,255
2790,0,37.8,2842,210
2791,2,8.0,2324,733
2792,2,37.3,2734,185
2793,0,21.5,2965,995
2794,0,32.5,2210,547
2795,0,24.5,2629,220
2796,0,32.6,2340,858
2797,2,13.3,2250,194
2798,0,25.1,2098,614
2799,2,16.5,2783,432
2800,1,26.9,2346,217
2801,2,30.2,2150,776
2802,1,36.9,2022,417
2803,1,36.0,2781,886
2804,1,2.7,2512,405
2805,0,28.6,2713,902
2806,0,12.3,2866,71
2807,0,9.7,2591,618
2808,2,29.5,2748,575
2809,0,5.4,2834,332
2810,2,18.5,2415,523
2811,0,8.4,2090,435
2812,1,13.6,2644,453
2813,1,29.4,2941,371
2814,2,35.0,2998,122
2815,0,16.2,2317,653
2816,0,25.8,2540,747
2817,0,14.3,2740,730
2818,1,24.7,2463,28
2819,0,19.4,2254,881
2820,1,29.9,2975,649
2821,0,25.0,2869,497
2822,0,21.3,2759,471
2823,2,17.4,2019,742
2824,0,2.9,2478,7
2825,2,18.5,2177,7
2826,2,32.1,2159,893
2827,1,25.5,2295,192
2828,0,1.1,2949,850
2829,1,17.4,2771,301
2830,1,4.1,2485,61
2831,1,27.2,3000,635
2832,2,11.1,2854,150
2833,1,25.7,2278,862
2834,2,39.8,2706,961
2835,1,0.7,2594,152
2836,0,8.4,2201,974
2837,1,30.0,2367,624
2838,1,8.1,2108,571
2839,1,37.2,2492,947
2840,0,30.2,2492,686
2841,2,8.2,2278,931
2842,1,14.0,2380,1
2843,2,25.6,2643,50
2844,1,21.0,2454,911
2845,0,36.7,2900,283
2846,0,14.0,2166,69
2847,1,37.9,2159,222
2848,2,26.0,2380,566
2849,0,3.0,2749,882
2850,0,17.7,2874,947
2851,0,30.9,2111,580
2852,1,10.0,2815,492
2853,0,0.9,2950,496
2854,1,26.9,2412,351
2855,0,33.3,2574,329
2856,2,2.2,2133,131
2857,2,27.7,2159,358
2858,0,5.3,2970,896
2859,2,16.5,2285,77
2860,2,22.3,2349,673
2861,2,2.8,2802,743
2862,1,18.9,2641,420
2863,2,25.3,2898,864
2864,2,4.2,2702,817
2865,2,19.1,2593,481
2866,0,12.1,2247,332
2867,1,27.8,2635,64
2868,0,15.2,2560,88
2869,0,20.3,2277,495
2870,0,15.5,2220,939
2871,1,35.6,2822,36
2872,2,30.4,2407,529
2873,1,26.0,2885,442
2874,0,23.6,2587,974
2875,2,9.9,2268,437
2876,2,29.6,2321,743
2877,0,12.1,2513,230
2878,2,3.1,2122,813
2879,0,18.9,2607,891
2880,1,5.5,2973,415
2881,0,36.6,2595,825
2882,1,24.0,2825,94
2883,0,35.6,2659,127
2884,0,28.2,2566,539
2885,0,3.2,2472,466
2886,0,2.0,2515,219
2887,0,21.5,2040,478
2888,1,24.1,2841,858
2889,1,4.0,2176,621
2890,2,26.0,2998,354
2891,1,20.4,2783,448
2892,2,34.8,2756,568
2893,1,15.2,2571,199
2894,2,34.0,2542,152
2895,2,39.6,2908,714
2896,0,10.4,2946,148
2897,0,12.9,2199,462
2898,0,35.8,2553,381
2899,1,33.1,2833,717
2900,0,21.7,2880,716
2901,0,10.6,2166,115
2902,2,31.9,2761,460
2903,2,17.2,2376,809
2904,1,22.9,2947,617
2905,1,33.9,2203,60
2906,0,7.3,2969,121
2907,1,5.8,2662,238
2908,0,6.9,2058,289
2909,1,17.8,2974,269
2910,1,35.2,2305,922
2911,0,15.5,2044,361
2912,2,6.3,2580,985
2913,0,12.6,2678,69
2914,0,12.2,2654,246
2915,0,17.3,2234,427
2916,0,0.3,2277,686
2917,2,3.9,2916,843
2918,1,0.6,2283,433
2919,0,38.0,2599,996
2920,0,5.2,2179,43
2921,0,18.1,2489,366
2922,1,20.1,2289,567
2923,0,5.4,2652,148
2924,0,33.9,2872,557
2925,1,6.3,2403,801
2926,0,5.7,2522,842
2927,0,1.7,2829,601
2928,1,14.7,2852,778
2929,2,12.2,2648,757
2930,0,14.7,2983,904
2931,2,4.6,2201,577
2932,2,4.2,2989,417
2933,0,27.5,2560,701
2934,1,19.5,2107,538
2935,1,26.9,2094,796
2936,2,18.2,2158,440
2937,1,34.0,2216,686
2938,1,4.1,2570,698
2939,0,26.4,2279,219
2940,1,28.9,2629,861
2941,0,17.0,2367,864
2942,2,38.3,2869,286
2943,1,23.8,2284,130
2944,2,28.1,2912,391
2945,1,23.4,2566,418
2946,2,6.6,2272,509
2947,1,13.5,2183,147
2948,2,34.6,2978,372
2949,1,9.5,2309,534
2950,2,20.1,2103,76
2951,1,28.4,2902,901
2952,2,21.5,2752,624
2953,1,18.5,2298,259
2954,0,33.6,2218,492
2955,0,10.5,2574,43
2956,2,10.6,2397,840
2957,1,27.2,2577,450
2958,1,2.5,2435,975
2959,2,28.7,2809,901
2960,0,17.6,2781,362
2961,1,9.0,2120,290
2962,1,31.0,2492,713
2963,1,31.0,2759,585
2964,2,20.3,2641,930
2965,2,0.3,2455,618
2966,2,33.5,2025,676
2967,1,32.7,2420,669
2968,1,29.4,2402,757
2969,1,10.1,2688,873
2970,0,16.8,2372,645
2971,2,33.3,2705,757
2972,0,9.9,2089,736
2973,0,34.5,2118,722
2974,0,32.2,2701,560
2975,1,12.5,2770,297
2976,1,15.3,2708,816
2977,1,35.0,2467,561
2978,1,31.1,2345,833
2979,1,13.8,2751,249
2980,1,1.2,2763,437
2981,1,35.6,2940,358
2982,2,9.8,2228,696
2983,0,37.3,2539,580
2984,0,15.8,2760,815
2985,2,7.2,2396,525
2986,2,29.1,2536,145
2987,1,31.2,2009,304
2988,0,11.8,2107,54
2989,0,10.1,2220,263
2990,1,7.6,2443,51
2991,1,23.0,2739,641
2992,2,22.1,2929,930
2993,2,36.2,2865,452
2994,0,29.1,2618,595
2995,0,33.5,2023,642
2996,0,10.6,2996,862
2997,0,40.0,2916,460
2998,0,24.4,2807,194
2999,0,30.6,2734,586
3000,0,8.7,2295,22
3001,2,13.0,3845,170
3002,1,15.9,3367,780
3003,2,5.8,3316,449
3004,0,17.5,3932,293
3005,1,32.2,3382,441
3006,1,28.4,3264,265
3007,2,3.1,3896,56
3008,1,6.4,3219,684
3009,0,7.7,3287,277
3010,2,18.5,3315,191
3011,2,6.3,3797,48
3012,1,28.4,3035,99
3013,2,34.0,3790,642
3014,1,19.2,3783,13
3015,1,28.7,3272,996
3016,1,28.8,3207,667
3017,0,27.3,3748,622
3018,2,32.6,3563,549
3019,0,4.9,3603,878
3020,1,27.8,3139,21
3021,0,18.5,3532,142
3022,1,30.9,3192,544
3023,1,29.6,3180,652
3024,1,24.4,3776,93
3025,1,33.3,3579,41
3026,2,19.8,3135,73
3027,1,14.0,3450,543
3028,2,20.6,3047,812
3029,1,4.2,3570,993
3030,0,26.1,3502,59
3031,1,37.4,3935,716
3032,0,39.2,3031,758
3033,2,28.2,3587,760
3034,0,13.6,3152,356
3035,2,20.9,3804,670
3036,0,13.5,3571,120
3037,2,7.9,3239,897
3038,1,5.8,3152,555
3039,2,9.5,3527,194
3040,1,16.3,3776,90
3041,1,29.2,3713,341
3042,1,13.9,3318,516
3043,0,26.5,3185,791
3044,1,13.4,3127,401
3045,0,22.1,3561,765
3046,0,23.8,3231,420
3047,1,38.6,3209,934
3048,1,15.9,3220,837
3049,1,11.2,3507,878
3050,2,37.6,3966,665
3051,1,13.2,3611,941
3052,2,22.1,3527,589
3053,1,3.5,3696,937
3054,2,34.3,3023,565
3055,2,31.7,3276,222
3056,0,4.1,3766,486
3057,1,25.4,3404,670
3058,0,23.5,3181,375
3059,1,38.1,3837,368
3060,0,26.2,3045,58
3061,1,24.7,3295,670
3062,1,25.7,3921,576
3063,1,19.2,3017,590
3064,1,6.8,3656,1000
3065,0,4.4,3222,831
3066,1,12.1,3206,178
3067,2,35.7,3248,359
3068,1,4.7,3743,831
3069,0,0.1,3648,783
3070,1,26.8,3908,844
3071,2,31.0,3824,728
3072,2,30.7,3504,515
3073,1,14.4,3687,322
3074,0,20.2,3282,418
3075,0,2.6,3658,923
3076,1,29.4,3036,297
3077,1,25.4,3674,897
3078,2,39.5,3023,823
3079,0,23.3,3308,645
3080,1,14.6,3227,769
3081,0,38.5,3251,190
3082,1,33.9,3735,15
3083,2,13.9,3086,783
3084,0,16.8,3988,921
3085,0,22.2,3925,121
3086,0,6.1,3813,926
3087,1,24.7,3266,748
3088,1,0.1,3960,812
3089,2,11.0,3199,670
3090,2,31.6,3657,619
3091,2,25.8,3414,519
3092,1,31.4,3165,805
3093,2,10.8,3729,124
3094,1,9.1,3411,796
3095,2,37.9,3746,571
3096,2,32.5,3729,522
3097,2,10.8,3966,225
3098,0,32.2,3784,159
3099,0,21.5,3803,93
3100,0,6.6,3068,530
3101,1,30.2,3024,231
3102,1,23.2,3600,107
3103,2,29.9,3204,694
3104,1,4.1,3694,315
3105,0,16.4,3152,808
3106,0,17.0,3109,378
3107,2,14.2,3566,949
3108,2,9.5,3252,181
3109,2,35.0,3914,310
3110,1,38.1,3825,595
3111,1,11.3,3114,547
3112,0,25.3,3222,325
3113,1,27.5,3608,126
3114,1,2.3,3276,645
3115,0,7.1,3862,643
3116,1,39.8,3875,58
3117,2,3.6,3047,460
3118,2,11.6,3815,463
3119,1,34.6,3880,856
3120,2,2.1,3907,216
3121,1,13.8,3446,445
3122,0,9.5,3322,214
3123,1,4.4,3880,833
3124,2,37.9,3877,960
3125,2,20.2,3984,673
3126,0,4.5,3210,667
3127,0,4.2,3159,497
3128,0,26.7,3596,54
3129,2,33.5,3067,957
3130,0,0.6,3974,572
3131,1,39.5,3099,872
3132,2,32.3,3222,18
3133,1,25.0,3482,530
3134,2,9.1,3387,750
3135,0,32.5,3664,128
